10060001 898 1025 1 13 Čechova čtvrť
10060002 899 1025 1 13 Čechova čtvrť
10060003 2826 1025 1 13 Čechova čtvrť
660001 2827 1025 1 13 Čechova škola
660002 2828 1025 1 13 Čechova škola
670002 2829 1025 1 15 Čechovo náměstí
670004 2830 1 1 15 Čechovo náměstí
670007 2831 1025 1 15 Čechovo náměstí
680001 932 1 1 11 Čechův most
680002 933 1 1 11 Čechův most
22140001 934 1024 3 19 Čelákovice,Kovohutě
22130001 935 1025 3 15 Čelákovice,nám.
22130002 936 1025 3 15 Čelákovice,nám.
24420001 937 1025 3 25 Čelákovice,rozc.Sedlčánky
24420002 938 1025 3 25 Čelákovice,rozc.Sedlčánky
22110001 2244 1025 3 19 Čelákovice,Rumunská
22110002 2245 1025 3 19 Čelákovice,Rumunská
24460001 903 1025 3 20 Čelákovice,Sedlčánky
22120001 904 1025 3 14 Čelákovice,TOS
22120002 905 1025 3 14 Čelákovice,TOS
24410001 906 1025 3 18 Čelákovice,V hájku
24410002 907 1025 3 18 Čelákovice,V hájku
22100001 908 1025 3 20 Čelákovice,V Prokopě
22100002 911 1025 3 20 Čelákovice,V Prokopě
23510001 912 1025 3 17 Čelákovice,Záluží
23510002 913 1025 3 17 Čelákovice,Záluží
23500001 919 1025 3 25 Čelákovice,Záluží,cihelna
23500002 920 1025 3 25 Čelákovice,Záluží,cihelna
23490001 921 1025 3 18 Čelákovice,žel.st.
23490002 922 1025 3 18 Čelákovice,žel.st.
20810001 923 1024 8 14 Černé Voděrady
20790001 924 1025 8 24 Černé Voděrady,Chaloupky
20790002 925 1025 8 24 Černé Voděrady,Chaloupky
20800001 926 1025 8 18 Černé Voděrady,ObÚ
20800002 927 1025 8 18 Černé Voděrady,ObÚ
13870001 928 1024 1 8 Černická
24220001 929 1025 8 7 Černíky
24220002 930 1025 8 7 Černíky
690001 931 1025 1 9 Černínova
690002 4334 1025 1 9 Černínova
700001 4335 1025 1 15 Černokostelecká
700002 4336 1025 1 15 Černokostelecká
700003 4337 1025 1 15 Černokostelecká
700004 2449 1025 1 15 Černokostelecká
700006 2450 1025 2 15 Černokostelecká
700007 2451 1025 2 15 Černokostelecká
18580001 2452 1025 3 9 Černolice
18580002 942 1025 3 9 Černolice
18570001 943 1025 3 19 Černolice,Nový Dvůr
18570002 944 1025 3 19 Černolice,Nový Dvůr
16170001 945 1025 6 9 Černošice
16170002 946 1025 6 9 Černošice
25670001 947 1024 6 21 Černošice,Dr.Janského
16150001 948 1024 6 19 Černošice,II.,škola
