00500102 07ba 0000 0401 0009b17e Budějovická
00530001 07bb 0000 0401 0009cb0a Budovec
00530002 0af7 0000 0401 0009ce7c Budovec
11300001 0af8 0000 0401 0009d1dc Bucharova
11300002 0af9 0000 0401 0009dcd4 Bucharova
00540001 0afa 0000 0401 0009e748 Bulovka
00540002 0afb 0000 0401 000a0368 Bulovka
00540003 0afc 0000 0401 000a2066 Bulovka
00540004 0afd 0000 0401 000a2ae6 Bulovka
00540005 0afe 0000 0401 000a3374 Bulovka
00540006 0aff 0000 0401 000a3596 Bulovka
25240001 0341 0000 0401 000a3608 Buš
25240002 0342 0000 0401 000a36a4 Buš
12960001 0344 0000 0400 000a3734 Butovická
00570001 0345 0000 0401 000a39bc Cementárna Radotín
00570002 0348 0000 0401 000a3b5a Cementárna Radotín
08900001 0349 0000 0401 000a3d0a Centrum Zahradní Město
08900002 034a 0000 0401 000a4310 Centrum Zahradní Město
08900003 034b 0000 0401 000a468e Centrum Zahradní Město
00580001 034c 0000 0401 000a4ffa Cibulka
00580002 034d 0000 0401 000a5444 Cibulka
00590001 034e 0000 0401 000a57e0 Cikánka
00590002 034f 0000 0401 000a586a Cikánka
00600001 035f 0000 0401 000a58ee Cílkova
00600002 0360 0000 0401 000a6680 Cílkova
00610001 0362 0000 0401 000a731c Ciolkovského
00610002 0b5e 0000 0401 000a7da8 Ciolkovského
00610003 0b5f 0000 0401 000a8ace Ciolkovského
29930001 0363 0000 0401 000a8f90 Císařská louka
11050001 0364 0000 0401 000a90b6 Ctěnice
11050002 0346 0000 0401 000a932c Ctěnice
00630001 0347 0000 0401 000a95a8 Cukrovar Čakovice
00630002 0365 0000 0401 000aa202 Cukrovar Čakovice
00620001 0366 0000 0401 000aae80 Cukrovar Modřany
00620002 0da5 0000 0401 000ab894 Cukrovar Modřany
00640001 0da6 0000 0401 000ac22a Čakovice
00640002 0da7 0000 0401 000ac65c Čakovice
00640003 0aa3 0000 0401 000acdc4 Čakovice
00640005 0aa4 0000 0401 000ada72 Čakovice
00650001 0375 0000 0401 000adb68 Čakovická
00650002 0376 0000 0401 000adf04 Čakovická
07910001 0377 0000 0401 000ae2e2 Čakovický zámek
07910002 0378 0000 0401 000aec90 Čakovický zámek
13010001 0379 0000 0401 000af656 Čakovičky
13010002 037a 0000 0401 000af6e6 Čakovičky
13010011 0385 0000 0401 000af80c Čakovičky
13010012 0386 0000 0401 000af82a Čakovičky
10060001 0387 0000 0401 000af83c Čechova čtvrť
10060002 0388 0000 0401 000b0b80 Čechova čtvrť
10060003 038b 0000 0401 000b1e0a Čechova čtvrť
10060051 038c 0000 0001 000b209e Čechova čtvrť
10060052 0b1c 0000 0001 000b260e Čechova čtvrť
00660001 0b1d 0000 0401 000b2b78 Čechova škola
00660002 0b1e 0000 0401 000b341e Čechova škola
00670002 0b1f 0000 0401 000b3df6 Čechovo náměstí
00670007 03ae 0000 0401 000b4ac8 Čechovo náměstí
00680001 03af 0000 0001 000b566e Čechův most
00680002 03b0 0000 0001 000b6dde Čechův most
22140001 03b1 0000 0400 000b845e Čelákovice,Kovohutě
22130001 03b2 0000 0401 000b848e Čelákovice,nám.
22130002 03b3 0000 0401 000b85c6 Čelákovice,nám.
24420001 03b4 0000 0401 000b86da Čelákovice,rozc.Sedlčánky
24420002 08d4 0000 0401 000b8728 Čelákovice,rozc.Sedlčánky
22110001 08d5 0000 0401 000b8788 Čelákovice,Rumunská
22110002 0390 0000 0401 000b8806 Čelákovice,Rumunská
24460001 0391 0000 0401 000b8878 Čelákovice,Sedlčánky
22120001 0392 0000 0401 000b88a2 Čelákovice,TOS
22120002 0393 0000 0401 000b88c6 Čelákovice,TOS
24410001 0394 0000 0401 000b88e4 Čelákovice,V hájku
24410002 0395 0000 0401 000b8944 Čelákovice,V hájku
22100001 0398 0000 0401 000b89bc Čelákovice,V Prokopě
22100002 0399 0000 0401 000b8a40 Čelákovice,V Prokopě
23510001 039a 0000 0401 000b8ab8 Čelákovice,Záluží
23510002 03a0 0000 0401 000b8b2a Čelákovice,Záluží
23500001 03a1 0000 0401 000b8b90 Čelákovice,Záluží,cihelna
23500002 03a2 0000 0401 000b8c02 Čelákovice,Záluží,cihelna
23490001 03a3 0000 0401 000b8c68 Čelákovice,žel.st.
23490002 03a4 0000 0401 000b8d94 Čelákovice,žel.st.
20810001 03a5 0000 0400 000b8e90 Černé Voděrady
20790001 03a6 0000 0401 000b8f80 Černé Voděrady,Chaloupky
20790002 03a7 0000 0401 000b8fd4 Černé Voděrady,Chaloupky
20800001 03a8 0000 0401 000b9034 Černé Voděrady,ObÚ
20800002 03a9 0000 0401 000b90a6 Černé Voděrady,ObÚ
13870001 03aa 0000 0400 000b9124 Černická
24220001 03ab 0000 0401 000b920e Černíky
24220002 03ac 0000 0401 000b92b0 Černíky
00690001 03ad 0000 0401 000b9364 Černínova
00690002 110e 0000 0401 000babbe Černínova
00700001 110f 0000 0401 000bc538 Černokostelecká
00700002 1110 0000 0401 000bcca0 Černokostelecká
00700003 1111 0000 0401 000bd432 Černokostelecká
00700004 09a2 0000 0401 000bdcf0 Černokostelecká
00700006 09a3 0000 0401 000be632 Černokostelecká
00700007 09a4 0000 0401 000be9da Černokostelecká
18580001 09a5 0000 0401 000bee48 Černolice
18580002 03b8 0000 0401 000beeae Černolice
18570001 03b9 0000 0401 000beef6 Černolice,Nový Dvůr
18570002 03ba 0000 0401 000bef3e Černolice,Nový Dvůr
16170001 03bb 0000 0401 000bef86 Černošice
16170002 03bc 0000 0401 000bf016 Černošice
25670001 03bd 0000 0400 000bf0c4 Černošice,Dr.Janského
16150001 03be 0000 0400 000bf0f4 Černošice,II.,škola
41160001 03bf 0000 0400 000bf0fa Černošice,Javorová
41590001 03c8 0000 0401 000bf12a Černošice,Kladenská
41590002 03c9 0000 0401 000bf202 Černošice,Kladenská
23670002 03d1 0000 0400 000bf29e Černošice,Komenského
22780001 03d2 0000 0400 000bf2a4 Černošice,Mokropsy žel.zast.
16280001 152c 0000 0400 000bf2d4 Černošice,Slunečná
25660001 152d 0000 0400 000bf304 Černošice,U Kamenného mostu
16140001 152e 0000 0401 000bf334 Černošice,U Vodárny
16140002 03d3 0000 0401 000bf358 Černošice,U Vodárny
16220001 03d4 0000 0401 000bf370 Černošice,Vráž samoobsluha
16220002 03d5 0000 0401 000bf448 Černošice,Vráž samoobsluha
16230001 03d6 0000 0401 000bf4e4 Černošice,Vráž U transformátoru
16230002 03d7 0000 0401 000bf5b6 Černošice,Vráž U transformátoru
16160001 03d8 0000 0401 000bf652 Černošice,žel.zast.
16160002 03d9 0000 0401 000bf6e2 Černošice,žel.zast.
16160003 00b1 0000 0401 000bf7c6 Černošice,žel.zast.
00710001 00b2 0000 0401 000bf940 Černý kůň
00710002 00b3 0000 0401 000c0c84 Černý kůň
00710003 00b4 0000 0401 000c1f0e Černý kůň
00710004 0a74 0000 0401 000c2bd4 Černý kůň
00710005 0a75 0000 0401 000c38d6 Černý kůň
00710006 0e57 0000 0401 000c3b6a Černý kůň
08970001 0e58 0000 0401 000c3dce Černý Most
08970002 03ec 0000 0401 000c6228 Černý Most
08970003 03ed 0000 0401 000c6936 Černý Most
08970004 03ee 0000 0401 000c71c4 Černý Most
08970005 03ef 0000 0401 000c7ac4 Černý Most
08970006 03f0 0000 0401 000c843c Černý Most
08970007 03fa 0000 0401 000c8520 Černý Most
08970008 03fb 0000 0401 000c93ae Černý Most
08970009 006b 0000 0401 000c955e Černý Most
08970010 006c 0000 0401 000c9762 Černý Most
08970011 006d 0000 0401 000c9786 Černý Most
08970021 0402 0000 0401 000cb13c Černý Most
08970031 0403 0000 0401 000cb346 Černý Most
08970079 0423 0000 0401 000cb550 Černý Most
08970080 0424 0000 0401 000cb556 Černý Most
08970081 0235 0000 0401 000cb592 Černý Most
08970101 0236 0000 0401 000cb5ce Černý Most
08970102 042b 0000 0401 000cc5a6 Černý Most
11500001 042c 0000 0401 000cd4c4 Čertousy
11500002 042d 0000 0401 000cd54e Čertousy
11500003 042e 0000 0401 000cd620 Čertousy
09930001 042f 0000 0401 000cd77c Čertův vršek
09930002 0430 0000 0401 000ce0d0 Čertův vršek
